MA,64014,42.7838,-71.0871
WI,63762,42.5230,-89.0184
NY,63499,43.3109,-73.6459
NY,63399,40.7839,-73.2522
AK,63245,64.8353,-147.6534
OR,63230,44.0538,-122.9810
MD,63195,38.9866,-77.1188
PA,63141,40.3258,-78.9193
MD,63015,39.2703,-76.4942
CA,63013,37.7091,-122.0631
MN,62998,45.1755,-93.3095
NY,62989,42.0938,-76.8097
MN,62889,44.1712,-93.9773
OR,62880,44.6274,-123.0966
FL,62822,25.9007,-80.1686
CA,62709,33.0490,-117.2613
IL,62700,42.0359,-87.7400
TX,62608,30.5728,-97.8618
WV,62566,39.2624,-81.5420
MA,62495,42.3889,-71.2423
FL,62327,26.9918,-82.1140
FL,62310,28.0847,-82.7481
CA,62290,35.2669,-120.6691
FL,62250,27.4770,-81.4530
IA,62166,41.2369,-95.8517
OH,62082,39.3938,-84.5653
OK,62055,35.3293,-97.4758
CA,62027,33.9902,-118.0888
AZ,61966,32.9068,-111.7624
PA,61960,40.1519,-79.8828
CA,61954,34.0155,-118.1108
GA,61537,34.2661,-85.1862
FL,61516,25.6700,-80.4483
UT,61450,40.6892,-111.8291
FL,61448,28.7893,-81.2760
CA,61394,32.6654,-117.0983
PR,61361,18.2003,-67.1397
MN,61339,44.7648,-93.2795
FL,61248,26.2803,-80.1842
TN,61171,36.2046,-83.3006
VA,61147,38.9497,-77.3461
WA,61037,47.1628,-122.5299
TX,60976,30.0613,-95.3830
AL,60944,34.0090,-86.0156
MI,60922,42.2260,-83.2688
MI,60896,42.4786,-83.4893
GA,60867,33.9533,-84.5422
AR,60767,34.4892,-93.0501
CA,60598,38.6712,-121.7500
